,index,text,key_phrase,label,DocumentSimilarity,MMRScore,sentence
44,45,"A Pilot Randomised Clinical Trial Comparing a Short-Term Perioperative Prophylaxis Regimen to a Long-Term Standard Protocol in Equine Colic Surgery  .  … An annual incidence of 4.2% was reported for the prevalence of equine colic in the United States, including 1.4% of horses which required emergency laparotomy [1]. According to …",Pilot Randomised Clinical Trial,Research_Activity,0.49333952440497925,0.1480018632025592,0
45,46,The value of arterial blood pressure measurement in assessing the prognosis in equine colic  .  … to augment other methods of clinical and laboratory examination in cases of equine colic. … measurements of arterial blood pressure in the assessment of the prognosis in equine colic. …,prognosis,Health_Care_Activity,0.582387648148796,0.17471630138724056,0
46,47,Developing best practice guidelines on equine colic  .  … Colic Project as a basis for developing clinical practice guidelines for equine colic. … decision making around the diagnostic approach to equine colic. The project team would welcome …,decision making,Mental_Process,0.29358241617569814,0.08807472835248456,2
47,48,"Prognosis in equine medical and surgical colic  .  … Several retrospective studies on equine colic already have been published over the past 20 … variables, in order to provide a better guideline for prognosis-assessment in equine colic. …",prognosis-assessment,Biologic_Function,0.5717954887629687,0.171538653445224,1
48,49,Validation of logistic regression models used in the assessment of prognosis and the need for surgery in equine colic patients  .  … to evaluate both prognosis and the need for surgery in equine colic patients. The validation study prospectively collected 730 equine colic cases at 16 different locations over a 15-…,prognosis,Health_Care_Activity,0.5558011292357007,0.16674034539637597,0
49,50,Medical treatment of equine colic  .  … The aims of medical therapy in equine colic are to relieve pain and to restore normal propulsive motility of the gut. These aims need to be accomplished without masking the clinical …,medical therapy,Therapeutic_or_Preventive_Procedure,0.4392862325551473,0.13178587500324415,1
50,51," Understanding equine colic: your guide to horse health care and management  .  … Although this is certainly an overgeneralization of equine colic episodes, the high occurrence of colic and the need for abdominal surgery (colic surgery) in the horse are much …",horse health care,Health_Care_Activity,0.49824331203779665,0.14947299955086213,0
51,52,"The creation of an international audit and database of equine colic surgery: Survey of attitudes of surgeons  .  … Equine colic surgery is well-suited to being assessed by clinical audit in view of the … In this study, the sample consisted of equine colic surgeons drawn from the lists of diplomates of the …",surgeons,Professional_or_Occupational_Group,0.45539055581450943,0.1366171721730313,0
52,53,"Serum and peritoneal fluid phosphate concentrations as predictors of major intestinal injury associated with equine colic.  .  To determine the reliability with which inorganic phosphorus (phosphate) concentrations can be used to predict major intestinal injury associated with equine colic, phosphate …",intestinal injury,Injury_or_Poisoning,0.5521101979321749,0.1656330659613189,0
53,54,"Diagnostic and prognostic procedures for equine colic surgery  .  Diagnostic methods such as abdominal radiography, endoscopy, laparoscopy, and peritoneal fluid analysis can be helpful in the decision-making process, regarding the horse with colic…",prognostic procedures,Health_Care_Activity,0.5649602219472964,0.1694880733190396,0
54,55,"Correlation between equine colic and weather changes  .  … and temperature changes and equine colic in Thessaloniki, Greece … pathophysiology which results in equine colic are not known, … Therefore, in the present study equine colic and its …",Thessaloniki,Geographic_Area,0.4066722496490698,0.12200167974263193,1
55,56,Surgical techniques in equine colic  .  Emergency equine abdominal surgery is easiest and most efficiently carried out with a team of surgeons. The surgical site should be as protected as possible by the use of sterile …,Emergency equine abdominal surgery,Therapeutic_or_Preventive_Procedure,0.6771205354070424,0.20313616869401852,1
56,57,Equine colic and coagulation disorders  .  The objective of this study was to investigate the coagulation disorders in drought horses suffering from colic. A total of (125) local drought male horse of different ages were investigated…,coagulation disorders,Disease_or_Syndrome,0.3959349968655418,0.11878050377957551,0
57,58," Clinical and biochemical studies in equine colic  .  Twenty horses suffering from colic were studied tor clinical observations and changes in serum electrolytes (Na, K, HCCK Cl) anü PCV. Colic was continued by the rectal palpation. The …",serum electrolytes,Body_Substance,0.3663227817948389,0.10989683890535953,1
58,59,"Equine surgical colic: risk factors for postoperative complications  .  The reason for undertaking this study was that postoperative complications of colic surgery lead to patient discomfort, prolonged hospitalisation and increased cost. Potential risk factors …",postoperative complications,Pathologic_Function,0.7288160529048021,0.21864482455960502,0
59,60,Equine colic associated with small intestinal epiploic foramen entrapment  .  Equine colic associated with small intestinal epiploic foramen entrapment - ScienceDirect … Epiploic foramen entrapment is an important diagnosis in equine colic patients. …,Epiploic foramen entrapment,Disease_or_Syndrome,0.7634782196875225,0.22904347500762637,1
60,61,Isoflurane anesthesia for equine colic surgery comparison with halothane anesthesia  .  … The number of uncontrolled variables in equine colic patients is great. Only large randomized prospective trials can answer definitively questions concerning the efficacy and relative …,halothane anesthesia,Pharmacologic_Substance,0.4860180877400145,0.14580543211579144,0
61,62,"Serum lipids and lipoproteins in equine colic and grass sickness  .  Serum total lipids, lipoprotein fractions, triglycerides, cholesterol, phospholipids and free fatty acids were measured in horses with acute, subacute and chronic grass sickness (equine …",chronic grass sickness,Disease_or_Syndrome,0.6100175432254653,0.18300527023961538,1
62,63,"Clinical governance, clinical audit, and the potential value of a database of equine colic surgery  .  … Database of equine colic surgery Equine colic surgery has been performed routinely by equine surgeons since the mid-1960s. Although the general success rates of colic surgery have …",surgery Equine colic surgery,Therapeutic_or_Preventive_Procedure,0.7060980110464398,0.21182941173127615,1
63,64,"Molecular insights into dietary induced colic in the horse  .  … Equine colic, a disorder manifested in abdominal pain, is the most frequent cause of … gastrointestinal tract will assist the development of effective strategies to prevent equine colic. …",abdominal pain,Sign_or_Symptom,0.5885488822201911,0.17656467168210674,1
64,65,"The effect of inotropic and/or vasopressor support on postoperative survival following equine colic surgery  .  … Our study supports previous work, suggesting that pre-existing cardiovascular status is an important prognostic determinant in equine colic cases. It provides no evidence that …",inotropic,Pharmacologic_Substance,0.5201435887174111,0.15604308281581808,0
65,66,"Multivariable prediction model for the need for surgery in horses with colic.  .  … A survey of 1,965 equine colic cases was conducted from August 1985 to July 1986 at 10 equine referral centers located throughout the United States. The purpose of this study was to …",United States,Geographic_Area,0.22225649495405805,0.06667695113572131,1
66,67,"Prognostic parameters in equine colic  .  A retrospective study was performed on 271 horses with colic referred to the I. Medizinische Tierklinik within a period of 2 years, to examine the prognostic value of different clinical and …",retrospective study,Research_Activity,0.35089714504612907,0.10526914769685866,1
67,68,"Providing fluid therapy to equine colic patients. Part 1  .  Background: Fluid therapy is a life‐saving measure, which is fundamental in managing horses with colic. It is essential for the clinician to be familiar with the available options when …",fluid therapy,Therapeutic_or_Preventive_Procedure,0.5671994287654121,0.17015983539116772,0
68,69,"Equine colic: Diagnosis and treatment  .  … Equine colic can be divide into two major type according to its origin. A colic case should be managed medically or surgically depends on severity of pain, involvements of system. The …",surgically,Therapeutic_or_Preventive_Procedure,0.4495724110450643,0.13487172867284006,2
69,70,"Estimate of the national incidence of and operation-level risk factors for colic among horses in the United States, spring 1998 to spring 1999  .  … To the authors’ knowledge, a large study that accurately estimates the incidence of equine colic in the continental United States has not been performed. Furthermore, there are no …",horses,Mammal,0.23513007491253224,0.07053902527672859,0
70,71,"Histological and immunohistochemical studies of changes in myenteric plexuses and in interstitial cells of Cajal associated with equine colic  .  … To conclude, this study seems to suggest that in equine colic syndromes significant ENS and ICC morphofunctional changes are produced, whatever the cause is. Establishing if the …",myenteric plexuses,Tissue,0.5782265671288793,0.1734679770316616,0
71,72, Equine colic: putting the puzzle together  .  Equine colic remains one of the most common causes of mortality in domesticated horses and is a condition that horse owners recognise as being potentially life-threatening (Leblond …,mortality,Quantitative_Concept,0.39622623950678776,0.11886787657542118,1
72,73, Equine Colic: How to make the decision for surgery  .  … Prognosis in equine colic patients using multivariable analysis. Can J Vet Res. Jan 1989;53(… Assessment of the necessity for surgical intervention in cases of equine colic: a …,surgical intervention,Therapeutic_or_Preventive_Procedure,0.5247033866199456,0.15741102224093548,3
73,74,D-dimer improves the prognostic value of combined clinical and laboratory data in equine gastrointestinal colic  .  … -site test to predict disseminated mtravascular coagulation and nonsurvival m equine colic. … Equine colic attributable to gastrointestinal tract disease is the leading cause of death in adult …,gastrointestinal tract disease,Disease_or_Syndrome,0.6760592907635992,0.20281779528833452,2
74,76," Causes of gastrointestinal colic in horses in western Canada: 604 cases (1992 to 2002)  .  … In conclusion, most of the equine colic cases were medical, and the recovery rates for both … Equine colic can be divided into 2 major categories; gastrointestinal and nongastrointestinal (…",gastrointestinal,Body_System,0.5349865466140382,0.1604959703617481,1
75,77,Preliminary results on the association with feeding and recovery length in equine colic patients after laparotomy  .  Colic is a serious disease for horses and the nutritional management of postoperative colic patients is an extremely important field. The aim of this retrospective study was to analyse the …,disease,Disease_or_Syndrome,0.48618567678220975,0.14585570883044785,1
76,78, The role of tapeworms in equine colic  .  There is an increasing amount of evidence toincriminate the equine tapeworm Anoplocephala perfoliata in a variety of intestinal obstructions involving the ileum and caecum. …,tapeworm Anoplocephala perfoliata,Eukaryote,0.7239845170759936,0.2171953637533661,1
77,79,"Heparin anticoagulant therapy in equine colic.  .  In horses with large bowel disease, those with circulating endotoxins but no evidence of altered hemostasis had a good prognosis for survival. Those with circulating endotoxins and …",large bowel disease,Disease_or_Syndrome,0.654004904068901,0.1962014790170163,1
78,80,"Equine colic  .  … The layout of the book follows a logical approach to equine colic, beginning with initial examination and progressing through diagnostic techniques, treatment options and, finally …",treatment options,Therapeutic_or_Preventive_Procedure,0.2820234514572154,0.08460703879914615,1
79,81,"Long‐term survival of equine surgical colic cases. Part 1: patterns of mortality and morbidity  .  … During the past 30 years, the prognosis for surgical treatment of equine colic has improved … (1997) A prospective study of equine colic incidence, risk factors and mortality rates. Equine …",mortality rates,Quantitative_Concept,0.5673975293201509,0.1702192655599509,2
80,82,"Effects of fusariotoxins in the equine species  .  … effects of fusariotoxins and on a possible relationship between mycotoxins and equine colic. … However, the cause-effect relationship of mycotoxins and equine colic remains unclear …",fusariotoxins,Organic_Chemical,0.6288627580581984,0.18865883491408778,0
81,83,"Systematic review of risk factors for equine colic  .  Reasons for performing the study There are several epidemiological studies that have reported on risk factors for colic, this data has not been systematically reviewed. Objectives To …",epidemiological studies,Research_Activity,0.43333810069944884,0.13000143537562736,1
82,84,Equine colic: seventy-six cases resulting from incarceration of the large colon by the suspensory ligament of the spleen  .  Incarceration of the large colon by the suspensory ligament of the spleen was diagnosed and surgically corrected on exploratory celiotomy in 76 horses exhibiting abdominal pain. The …,abdominal pain,Sign_or_Symptom,0.6780535777713598,0.20341608141443646,1
83,85,"Choice of non-steroidal anti-inflammatory drugs in equine colic  .  While non-steroidal anti-inflammatory drugs (NSAIDs) can be used to manage abdominal discomfort in horses, they also are often a valid diagnostic tool to aid decision making around …",non-steroidal anti-inflammatory drugs,Pharmacologic_Substance,0.585386636727104,0.1756159979964837,0
84,86,Histologic findings in the gastrointestinal tract of horses with colic.  .  … of lesion grades of 2 or higher for nonsurvivability (90%) indicates that intestinal biopsy may have prognostic value in the postsurgical evaluation and management of equine colic. …,intestinal biopsy,Diagnostic_Procedure,0.6860309607929235,0.20580929641600337,2
85,87, A retrospective study of equine colic risk factors in Tabriz area in Iran  .  A retrospective study was conducted on 10 horse farms to identify risk factors for equine colic for 1 year in Tabriz area in Iran. The association between colic and farm or individual horse …,horse farms,Manufactured_Object,0.4438921985740097,0.13316766486381026,1
86,88,"The role of tumour necrosis factor in the pathogenesis of equine colic  .  … involved in the pathogenesis of equine colic (Morris, Moore and … in the pathogenesis of equine colic will be presented. … Thus, the morbid sequelae that accompany equine colic may be …",tumour necrosis factor,"Amino_Acid,_Peptide,_or_Protein",0.6899673737619544,0.20699022035363837,0
87,89,Clinical and pathological examination of mycotoxicosis as an associated risk factor for colic in equine  .  … the occurrence of mycotoxicosis and equine colic. The farms … The risk factors that associated with equine colic have been … mycotoxicosis and equine colic in two equine farms in Egypt. …,mycotoxicosis,Disease_or_Syndrome,0.591985303292185,0.17759559804467026,0
88,90,The role of nutrition in colic  .  … A prospective study of equine colic incidence and mortality … A prospective study of equine colic risk factors … A farm-based prospective study of equine colic incidence and associated risk …,mortality,Quantitative_Concept,0.5668726507488562,0.17006180198230544,1
89,91, Epidemiological and microbiome studies of equine colic  .  Colic is an important cause of death in managed horse populations and is a health issue of great concern to horse owners. Epidemiological studies that have investigated risk factors for …,horse populations,Population_Group,0.48513997831342115,0.14554199927734557,1
90,92,Long‐term survival of equine surgical colic cases. Part 2: modelling postoperative survival  .  Colic surgery is a frequently performed operation with high postoperative mortality. This study was undertaken to identify variables associated with decreased postoperative survival. We …,postoperative mortality,Quantitative_Concept,0.6511447330575051,0.19534342767950164,1
91,93," Profile and distribution of equine colic syndrome in three military units in Rio de Janeiro, Brazil  .  This research aimed to verify the profile and distribution of colic syndrome in horses of three military units in Rio de Janeiro, Brazil, which were Regimento Escola de Cavalaria (REsC), …",syndrome,Disease_or_Syndrome,0.3324768174088967,0.09974304918610152,0
92,94,"A study on clinico-biochemical evaluation in equine colic patients  .  The aim of this study was to compare the clinical and biochemical parameters in colic horses (n=20) with that of healthy control animals (n=10). Further, the measured parameters were …",clinico-biochemical evaluation,Health_Care_Activity,0.5153661883867022,0.15460986265965437,0
93,95,"Serum amyloid A, haptoglobin, and ferritin in horses with colic: association with common clinicopathological variables and short-term outcome  .  … The present study confirms the high prevalence of an APR in equine colic, and highlights the usefulness of different APPs to better evaluate colic cases upon admission. APP …",haptoglobin,"Amino_Acid,_Peptide,_or_Protein",0.496847605480951,0.14905428756717032,0
94,97, Study on the diagnosis of the common real equine colic with a computer system  .  ,computer system,Manufactured_Object,0.3355808740397286,0.10067426621235433,0
95,98,"Presurgical care of the equine colic patient.  .  The pathophysiology, diagnostic evaluation and medical management of the horse with intestinal obstruction is outlined. Emphasis is on early and accurate determination of the …",intestinal obstruction,Disease_or_Syndrome,0.5642861955921689,0.1692858654044663,1
96,99,"What really causes colic in horses? Epidemiology's role in elucidating the ultimate multi-factorial disease.  .  … This is a comment on ""Prospective study of equine colic incidence and mortality."" Equine Vet J. … A farm-based prospective study of equine colic incidence and associated risk factors. …",disease,Disease_or_Syndrome,0.5432445409113331,0.1629733687493795,1
97,100,Risk factors of colic in horses in Austria  .  … The purpose of this study was to determine possible alterable and non-alterable risk factors of equine colic in Austria. The investigated parameters were obtained from hospital medical …,Austria,Geographic_Area,0.4235345592242926,0.12706037281621319,0
98,101,Surgical treatment of colic results in 181 horses  .  … Previous studies of equine colic have pointed out the importance of early surgical intervention … Mortality rates and associated factors in equine colic operations: a retrospective study of …,Surgical treatment,Therapeutic_or_Preventive_Procedure,0.467112834934587,0.14013385604879502,0
99,102, MMP-9 Concentration in Peritoneal Fluid Is a Valuable Biomarker Associated with Endotoxemia in Equine Colic  .  … value for sepsis and endotoxemia in equine colic. The evaluation of peritoneal fluid seems … as representative of our hospital population of equine colic. The sepsis scoring was modified …,Endotoxemia,Disease_or_Syndrome,0.7209050745782419,0.21627153096733076,0
100,103,Determination of a gravity and shock score for prognosis in equine surgical colic  .  … Prospective studies of equine colic point to incidences of 10 colic cases per 100 horse-years in the study of 29 and even 26 cases in another study by 30. The proportion of mortality due …,prognosis,Health_Care_Activity,0.5568347869969279,0.16705044273706632,0
101,104," Equine Colic  .  The term “colic” can cause fear in many horse owners. For the novice horse owner, colic is often a term that is poorly understood. Colic can be caused by many things but is often a …",novice horse owner,Population_Group,0.5024967076251305,0.1507490182777667,2
102,105, A farm-based prospective study for equine colic risk factors and risk associated events  .  Improved definition of risk factors for equine colic is necessary to develop effective interventions to reduce colic incidence. A one-year prospective study was conducted to estimate colic …,prospective study,Research_Activity,0.3544578339338343,0.10633735440561694,0
103,106,"Development and validation of an equine colic scorecard: The Morris Animal Foundation equine colic survey.  .  We may also use digital footprint connection information such as your IP address and other technical identifiers, to collect usage data, click stream data, and information about the pages …",validation,Research_Activity,0.26465487472736693,0.07939646557314203,0
104,107,"Epidemiological clues to preventing colic  .  … In: Proceedings of the Seventh International Equine Colic Research Symposium, p. 75. … Association of age, sex and breed factors in acute equine colic: A retrospective study of 320 …",retrospective study,Research_Activity,0.35965419219652495,0.10789626194636956,1
105,108," Equine sand colic  .  … A multicenter retrospective study of risk factors in 2,385 cases of equine colic at universities reported a total incidence of 56 (2.3%) cases of sand colic over a 5-year period. Thus the …",multicenter retrospective study,Research_Activity,0.3482589301494733,0.10447768319641196,1
106,109,"Haemostatic abnormalities in horses with colic—their prognostic value  .  … The results of this study indicate that coagulation abnormalities occur with high frequency in equine colic cases. In order of prevalence, the major abnormalities were: increased SFM; …",coagulation abnormalities,Pathologic_Function,0.7092742774378686,0.21278229168656887,1
